id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,debt_to_income_ratio,ltv_risk_bucket,credit_score_bucket
70294,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,156500,3.99,0.6128,3750.55,324.0,no,no,no,198000.0,sb,primary residence,1u,7020.0,cibil,886,cib,45-54,to_inst,79.04040404,south,0,19.0,Moderate,Excellent
98558,2019,conforming loan,joint,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,286500,4.375,0.4435,2423.13,360.0,no,no,no,308000.0,sb,primary residence,1u,6300.0,cibil,513,exp,35-44,to_inst,93.01948052,north,0,28.0,Very High,Poor
163828,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,3240.0,equifax,698,exp,45-54,to_inst,75.11160714,south,1,39.0,Moderate,Good
107523,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,306500,3.75,0.2631,10249.9,360.0,no,no,no,478000.0,sb,primary residence,1u,6060.0,cibil,516,cib,45-54,to_inst,64.12133891,south,0,44.0,Moderate,Poor
165288,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,236500,3.99,0.7825,7539.13,360.0,no,no,no,288000.0,sb,primary residence,1u,6360.0,experian,614,cib,25-34,to_inst,82.11805556,south,0,46.0,High,Fair
151919,2019,conforming loan,joint,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,486500,3.99,-0.3385,0.0,360.0,no,no,no,658000.0,sb,primary residence,1u,9840.0,experian,757,exp,35-44,not_inst,73.93617021,north,0,37.0,Moderate,Excellent
132539,2019,conforming loan,male,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,296500,3.875,0.96,0.0,360.0,no,no,no,348000.0,sb,primary residence,1u,5820.0,experian,796,cib,45-54,to_inst,85.20114943,north,0,39.0,High,Excellent
121198,2019,non-conforming loan,sex not available,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,476500,4.25,0.249,295.0,360.0,no,no,no,548000.0,sb,primary residence,1u,14100.0,cibil,617,exp,45-54,to_inst,86.95255474,south,0,30.0,High,Fair
62585,2019,conforming loan,sex not available,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,256500,4.375,1.0957,6310.0,360.0,no,no,no,348000.0,sb,ir,1u,5460.0,cibil,869,cib,45-54,to_inst,73.70689655,south,0,48.0,Moderate,Excellent
50581,2019,non-conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,2580.0,equifax,653,exp,65-74,to_inst,75.11160714,south,1,39.0,Moderate,Good
168286,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,86500,4.875,1.4339,2138.0,360.0,no,no,no,188000.0,sb,ir,1u,3180.0,crif,865,exp,65-74,to_inst,46.0106383,north,0,49.0,Low,Excellent
114352,2019,conforming loan,sex not available,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,126500,4.99,1.6555,2773.32,360.0,yes,no,no,128000.0,sb,primary residence,1u,1980.0,experian,796,cib,<25,to_inst,98.828125,south,0,39.0,Very High,Excellent
38613,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,326500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,388000.0,sb,primary residence,1u,3720.0,experian,724,exp,55-64,to_inst,84.14948454,north,1,46.0,High,Very Good
141674,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,286500,3.875,0.3104,6890.0,360.0,no,no,no,418000.0,sb,primary residence,1u,5400.0,crif,541,exp,65-74,to_inst,68.54066986,north,0,25.0,Moderate,Poor
164038,2019,conforming loan,sex not available,no pre-approval,home loan,home purchase,medium creditworthy,no open credit,personal use,306500,4.25,0.1636,1775.5,360.0,no,no,no,338000.0,sb,primary residence,1u,6600.0,cibil,846,cib,45-54,to_inst,90.68047337,south,0,34.0,Very High,Excellent
43321,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,106500,3.99,0.3858,2555.5550000000003,240.0,no,no,no,418000.0,sb,primary residence,1u,4320.0,equifax,744,exp,65-74,to_inst,75.11160714,north,1,39.0,Moderate,Very Good
147836,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,96500,3.5,0.8401,4187.0,144.0,no,no,no,128000.0,sb,primary residence,1u,4260.0,crif,642,cib,55-64,to_inst,75.390625,south,0,46.0,Moderate,Fair
130143,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,326500,3.625,0.1984,192.25,360.0,no,no,no,348000.0,sb,primary residence,1u,9240.0,crif,600,cib,35-44,not_inst,93.82183908,north,0,15.0,Very High,Fair
95237,2019,conforming loan,male,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,246500,3.99,0.443,5793.54,360.0,no,no,no,298000.0,sb,primary residence,1u,5400.0,experian,557,cib,45-54,to_inst,82.71812081,north,0,45.0,High,Poor
141621,2019,conforming loan,female,pre-approved,home loan,home purchase,medium creditworthy,no open credit,personal use,116500,4.5,0.5006,2105.08,360.0,no,no,no,168000.0,sb,primary residence,1u,3000.0,experian,518,cib,55-64,to_inst,69.3452381,south,0,29.0,Moderate,Poor
74699,2019,conforming loan,sex not available,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,176500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,3300.0,equifax,503,exp,45-54,to_inst,75.11160714,south,1,39.0,Moderate,Poor
125301,2019,conforming loan,sex not available,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,326500,4.75,1.2121,4982.03,360.0,yes,no,no,378000.0,sb,primary residence,1u,7740.0,cibil,729,exp,45-54,to_inst,86.37566138,south,0,28.0,High,Very Good
120553,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,166500,3.5,0.9083,5405.2,180.0,no,no,no,338000.0,sb,primary residence,1u,4500.0,cibil,691,cib,55-64,to_inst,49.26035503,south,0,36.0,Low,Good
48949,2019,non-conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,856500,4.625,0.147,2290.02,360.0,no,no,no,1148000.0,sb,primary residence,1u,11700.0,crif,566,cib,45-54,to_inst,74.60801394,south,0,36.0,Moderate,Poor
118786,2019,conforming loan,female,no pre-approval,personal loan,home improvement,medium creditworthy,no open credit,business use,46500,4.25,1.1032,1105.23,360.0,no,no,no,128000.0,sb,primary residence,1u,720.0,crif,844,cib,65-74,to_inst,36.328125,north,0,49.0,Low,Excellent
55602,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,476500,3.625,0.1341,5181.48,360.0,no,no,no,688000.0,sb,primary residence,1u,10380.0,cibil,728,exp,45-54,not_inst,69.25872093,north,0,28.0,Moderate,Very Good
154111,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,146500,3.99,0.5063,3212.13,360.0,no,no,no,298000.0,sb,primary residence,1u,2640.0,crif,589,cib,55-64,to_inst,49.16107383,south,0,36.0,Low,Poor
32858,2019,conforming loan,joint,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,406500,4.75,1.4201,6335.0,360.0,no,no,no,458000.0,sb,secondary residence,1u,13860.0,crif,814,exp,35-44,to_inst,88.75545852,south,0,41.0,High,Excellent
152829,2019,conforming loan,female,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,616500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,878000.0,sb,primary residence,1u,9840.0,crif,638,cib,45-54,not_inst,70.21640091,north,1,39.0,Moderate,Fair
137332,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,136500,4.56,0.5047,3174.24,360.0,no,no,no,178000.0,sb,primary residence,1u,2880.0,cibil,576,cib,45-54,to_inst,76.68539326,south,0,41.0,Moderate,Poor
156068,2019,conforming loan,male,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,376500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,368000.0,sb,primary residence,1u,5820.0,experian,885,cib,35-44,to_inst,102.3097826,north,1,39.0,Very High,Excellent
102156,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,566500,4.0,0.2221,0.0,360.0,no,no,no,738000.0,sb,primary residence,1u,12720.0,cibil,619,exp,35-44,not_inst,76.76151762,north,0,24.0,Moderate,Fair
116224,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,296500,3.875,0.1614,659.25,360.0,no,no,no,428000.0,sb,primary residence,1u,7140.0,cibil,788,exp,35-44,not_inst,69.27570093,north,0,29.0,Moderate,Excellent
114303,2019,non-conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,466500,4.375,0.2905,0.0,360.0,no,no,no,518000.0,sb,primary residence,1u,12600.0,cibil,709,exp,35-44,not_inst,90.05791506,north,0,39.0,Very High,Very Good
34093,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,426500,3.875,0.1717,4323.06,360.0,no,no,no,678000.0,sb,primary residence,1u,9360.0,cibil,619,exp,65-74,not_inst,62.90560472,north,0,10.0,Moderate,Fair
144171,2019,conforming loan,sex not available,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,626500,3.25,-0.4182,4268.84,360.0,no,no,no,708000.0,sb,primary residence,1u,5820.0,cibil,525,exp,55-64,to_inst,88.48870056,south,0,39.0,High,Poor
133903,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,456500,3.875,0.328,1413.0,360.0,yes,no,no,978000.0,sb,primary residence,3u,8940.0,crif,769,exp,45-54,not_inst,46.67689162,south,0,39.0,Low,Excellent
88605,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,316500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,7380.0,equifax,556,exp,25-34,to_inst,75.11160714,north,1,39.0,Moderate,Poor
62591,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,286500,3.99,0.3858,2555.5550000000003,324.0,yes,yes,no,418000.0,sb,primary residence,1u,5460.0,equifax,720,exp,35-44,to_inst,75.11160714,south,1,39.0,Moderate,Very Good
132102,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,266500,3.625,0.106,0.0,360.0,no,no,no,368000.0,sb,primary residence,1u,4020.0,crif,863,exp,25-34,not_inst,72.41847826,north,0,42.0,Moderate,Excellent
73907,2019,conforming loan,female,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,286500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,308000.0,sb,primary residence,1u,5820.0,experian,522,cib,35-44,to_inst,93.01948052,north,1,39.0,Very High,Poor
110750,2019,conforming loan,sex not available,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,458000.0,sb,primary residence,1u,2760.0,crif,614,cib,65-74,to_inst,53.8209607,south,1,42.0,Low,Fair
102907,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,medium creditworthy,open credit line,personal use,156500,5.99,1.552,2555.5550000000003,360.0,no,yes,no,398000.0,sb,primary residence,1u,6840.0,crif,661,exp,55-64,to_inst,39.32160804,north,0,49.0,Low,Good
159882,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,196500,4.75,0.6497,5991.14,360.0,yes,no,no,228000.0,sb,primary residence,1u,5640.0,cibil,617,cib,35-44,to_inst,86.18421053,south,0,38.0,High,Fair
111908,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,126500,4.56,0.5033,3019.6,360.0,no,no,no,208000.0,sb,primary residence,1u,2280.0,crif,623,cib,25-34,to_inst,60.81730769,north,0,33.0,Moderate,Fair
148958,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,186500,3.875,0.5494,4950.0,360.0,no,no,no,318000.0,sb,primary residence,1u,3600.0,cibil,594,exp,35-44,to_inst,58.64779874,central,0,36.0,Low,Poor
172870,2019,non-conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,736500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,9960.0,equifax,689,exp,45-54,to_inst,75.11160714,north,1,39.0,Moderate,Good
86279,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,546500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,938000.0,sb,primary residence,1u,5460.0,cibil,687,exp,55-64,not_inst,58.26226013,north,1,49.0,Low,Good
133427,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,256500,3.5,-0.1618,1415.34,360.0,no,no,no,358000.0,sb,primary residence,1u,6420.0,cibil,737,exp,25-34,not_inst,71.64804469,north,0,30.0,Moderate,Very Good
75958,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,446500,3.875,-0.1048,7700.0,360.0,no,no,no,598000.0,sb,primary residence,1u,6600.0,cibil,587,cib,35-44,not_inst,74.66555184,north,0,42.0,Moderate,Poor
26541,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,276500,3.75,0.1843,8859.25,360.0,no,no,no,388000.0,sb,primary residence,1u,5340.0,cibil,643,exp,45-54,to_inst,71.2628866,north,0,48.0,Moderate,Fair
162551,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,306500,3.625,0.1241,7425.6,360.0,no,no,no,358000.0,sb,primary residence,1u,7620.0,cibil,709,cib,35-44,to_inst,85.61452514,south,0,32.0,High,Very Good
114749,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,206500,3.75,0.8884,4820.0,180.0,no,no,no,248000.0,sb,primary residence,1u,12900.0,experian,761,exp,45-54,to_inst,83.26612903,south,0,34.0,High,Excellent
167484,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,686500,4.625,0.2949,2486.25,360.0,no,no,no,1158000.0,sb,primary residence,1u,7800.0,experian,596,cib,65-74,not_inst,59.28324698,north,0,47.0,Low,Poor
84738,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,286500,3.75,-0.3123,8200.0,360.0,no,no,no,448000.0,sb,primary residence,1u,3780.0,crif,500,cib,65-74,to_inst,63.95089286,north,0,41.0,Moderate,Poor
38967,2019,conforming loan,male,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,436500,3.99,0.295,3446.74,360.0,no,no,no,788000.0,sb,primary residence,1u,17520.0,crif,777,exp,45-54,to_inst,55.39340102,south,0,31.0,Low,Excellent
171001,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,876500,4.5,0.1702,0.0,360.0,no,no,no,1228000.0,sb,primary residence,2u,10200.0,cibil,786,cib,35-44,not_inst,71.3762215,south,0,47.0,Moderate,Excellent
123393,2019,conforming loan,sex not available,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,246500,3.5,0.4494,6090.67,360.0,no,no,no,318000.0,sb,primary residence,1u,2760.0,experian,522,cib,65-74,to_inst,77.51572327,south,0,40.0,Moderate,Poor
38521,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,106500,4.75,0.7162,2800.0,360.0,no,no,no,178000.0,sb,primary residence,1u,2880.0,cibil,671,cib,65-74,to_inst,59.83146067,north,0,16.0,Low,Good
127517,2019,non-conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,746500,3.99,0.3107,1250.0,360.0,no,no,no,1208000.0,sb,primary residence,1u,9360.0,crif,801,exp,55-64,to_inst,61.79635762,south,0,41.0,Moderate,Excellent
159145,2019,conforming loan,male,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,276500,4.0,-0.3421,1042.64,360.0,no,no,no,628000.0,sb,secondary residence,1u,9600.0,cibil,675,cib,35-44,not_inst,44.02866242,north,0,37.0,Low,Good
30647,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,376500,4.125,1.1927,7410.0,360.0,no,no,no,398000.0,sb,primary residence,1u,8220.0,cibil,541,exp,45-54,not_inst,94.59798995,north,0,36.0,Very High,Poor
139963,2019,non-conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,526500,4.375,0.244,1745.0,360.0,no,no,no,678000.0,sb,primary residence,1u,8700.0,crif,794,cib,45-54,not_inst,77.65486726,north,0,44.0,Moderate,Excellent
61275,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,116500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,208000.0,sb,primary residence,1u,3840.0,crif,830,cib,>74,to_inst,56.00961538,north,1,26.0,Low,Excellent
78490,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,396500,3.25,0.0251,792.56,240.0,no,no,no,908000.0,sb,primary residence,1u,6840.0,experian,569,cib,45-54,not_inst,43.66740088,south,0,32.0,Low,Poor
56933,2019,conforming loan,joint,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,376500,4.375,0.527,668.0,240.0,no,no,no,468000.0,sb,primary residence,1u,8280.0,cibil,535,exp,35-44,not_inst,80.44871795,south,0,44.0,High,Poor
64165,2019,conforming loan,sex not available,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,396500,3.99,-0.2592,295.0,360.0,no,no,no,498000.0,sb,primary residence,1u,4260.0,cibil,756,cib,35-44,to_inst,79.6184739,south,0,41.0,Moderate,Excellent
138444,2019,conforming loan,sex not available,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,656500,3.55,-0.2205,295.0,360.0,no,no,no,1988000.0,sb,primary residence,1u,25500.0,cibil,545,cib,55-64,to_inst,33.02313883,south,0,31.0,Low,Poor
94149,2019,conforming loan,sex not available,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,186500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,2460.0,equifax,770,exp,65-74,to_inst,75.11160714,south,1,39.0,Moderate,Excellent
25350,2019,conforming loan,joint,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,506500,3.75,-0.428,0.0,360.0,no,no,no,618000.0,sb,primary residence,1u,5820.0,cibil,620,exp,65-74,not_inst,81.9579288,central,0,39.0,High,Fair
84255,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,536500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,ir,1u,4440.0,equifax,696,exp,45-54,not_inst,75.11160714,north,1,39.0,Moderate,Good
57909,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,226500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,428000.0,sb,primary residence,1u,4080.0,crif,806,exp,45-54,to_inst,52.92056075,north,1,48.0,Low,Excellent
38595,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,456500,3.875,0.0453,63.0,360.0,no,no,no,708000.0,sb,primary residence,1u,6780.0,crif,869,cib,25-34,not_inst,64.47740113,north,0,31.0,Moderate,Excellent
70807,2019,conforming loan,sex not available,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,476500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,538000.0,sb,primary residence,1u,9600.0,cibil,900,cib,25-34,to_inst,88.56877323,south,1,29.0,High,Excellent
124328,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,296500,3.99,0.5505,3485.0,360.0,no,no,no,358000.0,sb,primary residence,1u,6480.0,experian,803,cib,35-44,to_inst,82.82122905,north,0,49.0,High,Excellent
82518,2019,conforming loan,male,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,256500,4.75,1.0967,1150.0,360.0,no,no,no,278000.0,sb,primary residence,1u,4380.0,crif,592,cib,55-64,to_inst,92.26618705,north,0,48.0,Very High,Poor
101728,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,366500,5.5,1.337,2950.0,360.0,no,no,no,458000.0,sb,primary residence,1u,5220.0,cibil,599,cib,35-44,not_inst,80.02183406,north,0,38.0,High,Poor
133351,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,486500,3.625,0.0219,9600.0,360.0,no,no,no,618000.0,sb,primary residence,1u,5940.0,experian,898,exp,35-44,not_inst,78.72168285,north,0,43.0,Moderate,Excellent
96290,2019,conforming loan,male,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,146500,3.875,0.5036,2113.15,360.0,no,no,no,148000.0,sb,primary residence,1u,4740.0,cibil,544,cib,35-44,to_inst,98.98648649,north,0,60.0,Very High,Poor
142702,2019,conforming loan,joint,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,596500,3.75,-0.488,0.0,360.0,no,no,no,668000.0,sb,primary residence,1u,5820.0,crif,697,exp,35-44,not_inst,89.29640719,north,0,39.0,High,Good
153672,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,606500,3.99,-0.1081,14153.82,360.0,no,no,no,878000.0,sb,primary residence,1u,11220.0,cibil,620,exp,55-64,to_inst,69.07744875,south,0,37.0,Moderate,Fair
105593,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,146500,3.5,0.1617,4427.0,360.0,no,no,no,1228000.0,sb,primary residence,1u,4800.0,crif,523,cib,65-74,to_inst,11.92996743,north,0,23.0,Low,Poor
33770,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,456500,3.5,-0.0179,0.0,360.0,no,no,no,538000.0,sb,primary residence,1u,7920.0,cibil,610,cib,35-44,not_inst,84.85130112,south,0,33.0,High,Fair
119551,2019,conforming loan,joint,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,526500,5.125,1.3632,0.0,360.0,yes,no,no,698000.0,sb,primary residence,1u,15360.0,cibil,895,exp,45-54,not_inst,75.42979943,north,0,34.0,Moderate,Excellent
72247,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,96500,3.99,1.3357,3307.0,120.0,no,no,no,208000.0,sb,primary residence,1u,2580.0,cibil,859,cib,65-74,to_inst,46.39423077,south,0,37.0,Low,Excellent
125865,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,426500,3.875,0.3304,1814.04,360.0,yes,no,no,478000.0,sb,primary residence,1u,5760.0,experian,669,exp,25-34,not_inst,89.22594142,south,0,49.0,High,Good
105229,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,536500,3.375,0.141,0.0,240.0,no,no,no,2458000.0,sb,primary residence,1u,8700.0,crif,581,exp,55-64,not_inst,21.82668836,south,0,31.0,Low,Poor
136642,2019,conforming loan,male,no pre-approval,personal loan,business purpose,medium creditworthy,no open credit,business use,236500,3.99,0.8425,0.0,360.0,no,no,no,248000.0,sb,primary residence,1u,5820.0,crif,554,cib,55-64,to_inst,95.36290323,north,0,39.0,Very High,Poor
169967,2019,conforming loan,sex not available,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,196500,2.99,-0.6762,2931.61,360.0,no,no,no,198000.0,sb,primary residence,1u,5820.0,cibil,874,cib,65-74,to_inst,99.24242424,south,0,39.0,Very High,Excellent
87366,2019,conforming loan,male,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,166500,3.875,0.3536,4355.0,360.0,no,no,no,218000.0,sb,primary residence,1u,3420.0,experian,843,cib,25-34,not_inst,76.37614679,north,0,36.0,Moderate,Excellent
110087,2019,conforming loan,joint,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,96500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,188000.0,sb,primary residence,1u,1860.0,crif,673,exp,55-64,to_inst,51.32978723,north,1,52.0,Low,Good
62168,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,366500,4.875,0.3966,6519.25,324.0,no,no,no,558000.0,sb,primary residence,1u,6120.0,crif,580,cib,55-64,to_inst,65.68100358,north,0,37.0,Moderate,Poor
146739,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,436500,3.875,0.2348,7500.0,360.0,no,no,no,578000.0,sb,secondary residence,1u,7980.0,crif,543,exp,55-64,not_inst,75.51903114,south,0,46.0,Moderate,Poor
54739,2019,conforming loan,female,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,76500,3.625,1.1391,2962.5,180.0,no,no,no,158000.0,sb,primary residence,1u,1260.0,cibil,770,cib,>74,to_inst,48.41772152,north,0,46.0,Low,Excellent
137514,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,366500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,1108000.0,sb,primary residence,1u,3060.0,crif,661,cib,>74,to_inst,33.07761733,south,1,59.0,Low,Good
149976,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,226500,3.99,0.3858,2555.5550000000003,360.0,no,yes,no,268000.0,sb,primary residence,1u,6780.0,crif,788,cib,55-64,to_inst,84.51492537,south,1,24.0,High,Excellent
168317,2019,conforming loan,male,pre-approved,commercial loan,home purchase,high creditworthy,no open credit,personal use,256500,3.875,-0.4863,5237.5,360.0,yes,no,no,258000.0,sb,primary residence,1u,1980.0,experian,723,cib,35-44,to_inst,99.41860465,south,0,57.0,Very High,Very Good
122523,2019,conforming loan,joint,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,296500,3.375,0.5723,0.0,360.0,no,no,no,308000.0,sb,primary residence,1u,5820.0,cibil,683,exp,55-64,not_inst,96.26623377,south,0,39.0,Very High,Good
161759,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,296500,3.875,0.3234,9499.0,360.0,no,no,no,548000.0,sb,primary residence,1u,3000.0,experian,880,cib,55-64,to_inst,54.10583942,south,0,44.0,Low,Excellent
101252,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,246500,3.5,0.4332,1785.7,180.0,no,no,no,488000.0,sb,primary residence,1u,6300.0,cibil,774,exp,65-74,to_inst,50.51229508,south,0,40.0,Low,Excellent
146382,2019,conforming loan,male,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,226500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,268000.0,sb,primary residence,1u,3420.0,cibil,637,cib,65-74,to_inst,84.51492537,north,1,37.0,High,Fair
